"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2035","Belgium","Baseline projections","Proportion of population aged 15-64 years","61.0",""
"2035","Belgium","Baseline projections","Proportion of population aged 65 years and more","24.1",""
"2035","Bulgaria","Baseline projections","Median age of population","48.8",""
"2035","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2035","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","61.5",""
"2035","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","25.5",""
"2035","Czechia","Baseline projections","Median age of population","46.6",""
"2035","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2035","Czechia","Baseline projections","Proportion of population aged 15-64 years","62.5",""
"2035","Czechia","Baseline projections","Proportion of population aged 65 years and more","22.9",""
"2035","Denmark","Baseline projections","Median age of population","43.5",""
"2035","Denmark","Baseline projections","Proportion of population aged 0-14 years","16.3",""
"2035","Denmark","Baseline projections","Proportion of population aged 15-64 years","59.5",""
"2035","Denmark","Baseline projections","Proportion of population aged 65 years and more","24.2",""
"2035","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","46.6",""
"2035","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2035","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","58.6",""
"2035","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","27.4",""
"2035","Estonia","Baseline projections","Median age of population","46.5",""
"2035","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2035","Estonia","Baseline projections","Proportion of population aged 15-64 years","62.2",""
"2035","Estonia","Baseline projections","Proportion of population aged 65 years and more","24.3",""
"2035","Ireland","Baseline projections","Median age of population","41.4",""
"2035","Ireland","Baseline projections","Proportion of population aged 0-14 years","16.8",""
"2035","Ireland","Baseline projections","Proportion of population aged 15-64 years","64.0",""
"2035","Ireland","Baseline projections","Proportion of population aged 65 years and more","19.2",""
"2035","Greece","Baseline projections","Median age of population","49.9",""
"2035","Greece","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2035","Greece","Baseline projections","Proportion of population aged 15-64 years","59.9",""
"2035","Greece","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2035","Spain","Baseline projections","Median age of population","49.1",""
"2035","Spain","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2035","Spain","Baseline projections","Proportion of population aged 15-64 years","61.7",""
"2035","Spain","Baseline projections","Proportion of population aged 65 years and more","26.4",""
"2035","France","Baseline projections","Median age of population","44.8",""
"2035","France","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2035","France","Baseline projections","Proportion of population aged 15-64 years","58.4",""
"2035","France","Baseline projections","Proportion of population aged 65 years and more","25.4",""
"2035","Croatia","Baseline projections","Median age of population","47.9",""
"2035","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.7",""
"2035","Croatia","Baseline projections","Proportion of population aged 15-64 years","60.7",""
"2035","Croatia","Baseline projections","Proportion of population aged 65 years and more","26.6",""
"2035","Italy","Baseline projections","Median age of population","50.7",""
"2035","Italy","Baseline projections","Proportion of population aged 0-14 years","11.2",""
"2035","Italy","Baseline projections","Proportion of population aged 15-64 years","59.1",""
"2035","Italy","Baseline projections","Proportion of population aged 65 years and more","29.7",""
"2035","Cyprus","Baseline projections","Median age of population","40.9",""
"2035","Cyprus","Baseline projections","Proportion of population aged 0-14 years","15.7",""
"2035","Cyprus","Baseline projections","Proportion of population aged 15-64 years","64.0",""
"2035","Cyprus","Baseline projections","Proportion of population aged 65 years and more","20.3",""
"2035","Latvia","Baseline projections","Median age of population","48.2",""
"2035","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2035","Latvia","Baseline projections","Proportion of population aged 15-64 years","59.9",""
"2035","Latvia","Baseline projections","Proportion of population aged 65 years and more","26.7",""
"2035","Lithuania","Baseline projections","Median age of population","48.2",""
"2035","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2035","Lithuania","Baseline projections","Proportion of population aged 15-64 years","59.4",""
"2035","Lithuania","Baseline projections","Proportion of population aged 65 years and more","27.3",""
"2035","Luxembourg","Baseline projections","Median age of population","43.9",""
"2035","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2035","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","65.5",""
"2035","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","20.3",""
"2035","Hungary","Baseline projections","Median age of population","46.2",""
"2035","Hungary","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2035","Hungary","Baseline projections","Proportion of population aged 15-64 years","63.4",""
"2035","Hungary","Baseline projections","Proportion of population aged 65 years and more","22.6",""
"2035","Malta","Baseline projections","Median age of population","44.7",""
"2035","Malta","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2035","Malta","Baseline projections","Proportion of population aged 15-64 years","66.0",""
"2035","Malta","Baseline projections","Proportion of population aged 65 years and more","21.4",""
"2035","Netherlands","Baseline projections","Median age of population","44.2",""
"2035","Netherlands","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2035","Netherlands","Baseline projections","Proportion of population aged 15-64 years","59.5",""
"2035","Netherlands","Baseline projections","Proportion of population aged 65 years and more","25.3",""
"2035","Austria","Baseline projections","Median age of population","45.7",""
"2035","Austria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2035","Austria","Baseline projections","Proportion of population aged 15-64 years","60.9",""
"2035","Austria","Baseline projections","Proportion of population aged 65 years and more","25.2",""
"2035","Poland","Baseline projections","Median age of population","47.5",""
"2035","Poland","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2035","Poland","Baseline projections","Proportion of population aged 15-64 years","63.9",""
"2035","Poland","Baseline projections","Proportion of population aged 65 years and more","23.7",""
"2035","Portugal","Baseline projections","Median age of population","50.1",""
"2035","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2035","Portugal","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2035","Portugal","Baseline projections","Proportion of population aged 65 years and more","28.3",""
"2035","Romania","Baseline projections","Median age of population","47.7",""
"2035","Romania","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2035","Romania","Baseline projections","Proportion of population aged 15-64 years","62.4",""
"2035","Romania","Baseline projections","Proportion of population aged 65 years and more","24.3",""
