"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2015","Ireland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Ireland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Ireland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Ireland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2015","Ireland","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2015","Ireland","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Ireland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Ireland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Ireland","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2015","Greece","Total","Age reached during the year","Total","Number","Total","64 446","b"
"2015","Greece","Total","Age reached during the year","Reporting country","Number","Total","26 557",""
"2015","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","19 111",""
"2015","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","18 778",""
"2015","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Greece","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2015","Greece","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Greece","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Greece","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Greece","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2015","Greece","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2015","Greece","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Greece","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Greece","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Greece","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2015","Greece","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2015","Greece","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2015","Greece","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2015","Greece","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2015","Greece","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2015","Spain","Total","Age reached during the year","Total","Number","Total","342 114",""
"2015","Spain","Total","Age reached during the year","Reporting country","Number","Total","30 329",""
"2015","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","97 794",""
"2015","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","213 991",""
"2015","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Spain","From 10 to 14 years","Age reached during the year","Total","Number","Total","17 134",""
"2015","Spain","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1 940",""
"2015","Spain","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 315",""
"2015","Spain","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","11 879",""
"2015","Spain","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","Spain","From 15 to 64 years","Age reached during the year","Total","Number","Total","267 206",""
"2015","Spain","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","17 699",""
"2015","Spain","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","76 452",""
"2015","Spain","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","173 055",""
"2015","Spain","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","Spain","65 years or over","Age reached during the year","Total","Number","Total","21 166",""
"2015","Spain","65 years or over","Age reached during the year","Reporting country","Number","Total","4 209",""
"2015","Spain","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","8 363",""
"2015","Spain","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","8 594",""
"2015","Spain","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2015","France","Total","Age reached during the year","Total","Number","Total","364 221",""
"2015","France","Total","Age reached during the year","Reporting country","Number","Total","89 526",""
"2015","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","86 398",""
"2015","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","188 297",""
"2015","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","France","From 10 to 14 years","Age reached during the year","Total","Number","Total","17 953",""
"2015","France","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","3 964",""
"2015","France","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5 064",""
"2015","France","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","8 925",""
"2015","France","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","France","From 15 to 64 years","Age reached during the year","Total","Number","Total","289 753",""
"2015","France","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","77 418",""
"2015","France","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","61 528",""
"2015","France","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","150 807",""
"2015","France","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2015","France","65 years or over","Age reached during the year","Total","Number","Total","10 521",""
"2015","France","65 years or over","Age reached during the year","Reporting country","Number","Total","2 279",""
"2015","France","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","4 368",""
"2015","France","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","3 874",""
"2015","France","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2015","Croatia","Total","Age reached during the year","Total","Number","Total","11 706",""
"2015","Croatia","Total","Age reached during the year","Reporting country","Number","Total","2 469",""
"2015","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 318",""
"2015","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6 919",""
