"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2000","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 45-64 years",":","b"
"2000","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Proportion of population aged 65 years and more",":","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.0","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.6","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.8",""
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 0-14 years","17.3","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 15-24 years","13.2","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 25-44 years","29.8","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 45-64 years","24.1","b"
"2000","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Proportion of population aged 65 years and more","15.6","b"
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.8",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 0-14 years",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 15-24 years",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 25-44 years",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 45-64 years",":",""
"2000","European Economic Area (EU25 - 2004-2006 and IS, LI, NO)","Proportion of population aged 65 years and more",":",""
"2000","European Free Trade Association","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.8",""
"2000","European Free Trade Association","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.9",""
"2000","European Free Trade Association","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.5",""
"2000","European Free Trade Association","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","European Free Trade Association","Proportion of population aged 0-14 years","18.5",""
"2000","European Free Trade Association","Proportion of population aged 15-24 years","11.9",""
"2000","European Free Trade Association","Proportion of population aged 25-44 years","30.6",""
"2000","European Free Trade Association","Proportion of population aged 45-64 years","23.9",""
"2000","European Free Trade Association","Proportion of population aged 65 years and more","15.2",""
"2000","Iceland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.6",""
"2000","Iceland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.7",""
"2000","Iceland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","74.5",""
"2000","Iceland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Iceland","Proportion of population aged 0-14 years","23.3",""
"2000","Iceland","Proportion of population aged 15-24 years","15.3",""
"2000","Iceland","Proportion of population aged 25-44 years","29.8",""
"2000","Iceland","Proportion of population aged 45-64 years","20.0",""
"2000","Iceland","Proportion of population aged 65 years and more","11.6",""
"2000","Liechtenstein","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","41.1",""
"2000","Liechtenstein","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","65.0",""
"2000","Liechtenstein","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","55.0",""
"2000","Liechtenstein","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Liechtenstein","Proportion of population aged 0-14 years","18.7",""
"2000","Liechtenstein","Proportion of population aged 15-24 years","12.8",""
"2000","Liechtenstein","Proportion of population aged 25-44 years","33.6",""
"2000","Liechtenstein","Proportion of population aged 45-64 years","24.5",""
"2000","Liechtenstein","Proportion of population aged 65 years and more","10.5",""
"2000","Norway","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.4",""
"2000","Norway","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.6",""
"2000","Norway","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.9",""
"2000","Norway","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Norway","Proportion of population aged 0-14 years","20.0",""
"2000","Norway","Proportion of population aged 15-24 years","12.1",""
"2000","Norway","Proportion of population aged 25-44 years","29.7",""
"2000","Norway","Proportion of population aged 45-64 years","22.9",""
"2000","Norway","Proportion of population aged 65 years and more","15.3",""
"2000","Switzerland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.6",""
"2000","Switzerland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","76.6",""
"2000","Switzerland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.6",""
"2000","Switzerland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Switzerland","Proportion of population aged 0-14 years","17.4",""
"2000","Switzerland","Proportion of population aged 15-24 years","11.5",""
"2000","Switzerland","Proportion of population aged 25-44 years","31.1",""
"2000","Switzerland","Proportion of population aged 45-64 years","24.7",""
"2000","Switzerland","Proportion of population aged 65 years and more","15.3",""
"2000","United Kingdom","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.7",""
"2000","United Kingdom","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.3",""
"2000","United Kingdom","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.8",""
"2000","United Kingdom","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","United Kingdom","Proportion of population aged 0-14 years","19.1",""
"2000","United Kingdom","Proportion of population aged 15-24 years","12.1",""
"2000","United Kingdom","Proportion of population aged 25-44 years","29.4",""
"2000","United Kingdom","Proportion of population aged 45-64 years","23.5",""
"2000","United Kingdom","Proportion of population aged 65 years and more","15.8",""
"2000","Montenegro","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.8",""
"2000","Montenegro","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.8",""
"2000","Montenegro","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.7",""
"2000","Montenegro","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Montenegro","Proportion of population aged 0-14 years","21.0",""
"2000","Montenegro","Proportion of population aged 15-24 years","15.2",""
"2000","Montenegro","Proportion of population aged 25-44 years","28.2",""
"2000","Montenegro","Proportion of population aged 45-64 years","23.4",""
"2000","Montenegro","Proportion of population aged 65 years and more","12.2",""
"2000","North Macedonia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.9",""
"2000","North Macedonia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.4",""
"2000","North Macedonia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.7",""
"2000","North Macedonia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","North Macedonia","Proportion of population aged 0-14 years","22.5",""
"2000","North Macedonia","Proportion of population aged 15-24 years","16.4",""
"2000","North Macedonia","Proportion of population aged 25-44 years","29.7",""
"2000","North Macedonia","Proportion of population aged 45-64 years","21.4",""
"2000","North Macedonia","Proportion of population aged 65 years and more","9.9",""
"2000","Albania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2000","Albania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2000","Albania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2000","Albania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Albania","Proportion of population aged 0-14 years",":",""
"2000","Albania","Proportion of population aged 15-24 years",":",""
"2000","Albania","Proportion of population aged 25-44 years",":",""
"2000","Albania","Proportion of population aged 45-64 years",":",""
"2000","Albania","Proportion of population aged 65 years and more",":",""
"2000","Serbia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.2",""
"2000","Serbia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.0",""
"2000","Serbia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.7",""
"2000","Serbia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Serbia","Proportion of population aged 0-14 years","16.6",""
"2000","Serbia","Proportion of population aged 15-24 years","13.6",""
"2000","Serbia","Proportion of population aged 25-44 years","27.0",""
"2000","Serbia","Proportion of population aged 45-64 years","26.8",""
"2000","Serbia","Proportion of population aged 65 years and more","16.0",""
"2000","Turkey","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.9",""
"2000","Turkey","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","93.3",""
"2000","Turkey","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","83.3",""
"2000","Turkey","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Turkey","Proportion of population aged 0-14 years","30.1",""
"2000","Turkey","Proportion of population aged 15-24 years","20.1",""
"2000","Turkey","Proportion of population aged 25-44 years","29.7",""
"2000","Turkey","Proportion of population aged 45-64 years","14.7",""
"2000","Turkey","Proportion of population aged 65 years and more","5.4",""
"2000","Andorra","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","37.8",""
"2000","Andorra","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","57.3",""
"2000","Andorra","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","48.5",""
"2000","Andorra","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2000","Andorra","Proportion of population aged 0-14 years","15.4",""
"2000","Andorra","Proportion of population aged 15-24 years","11.9",""
"2000","Andorra","Proportion of population aged 25-44 years","38.3",""
"2000","Andorra","Proportion of population aged 45-64 years","22.3",""
"2000","Andorra","Proportion of population aged 65 years and more","12.1",""
